0.10130012780427933,0.26636171340942383
0.08991367369890213,0.3275318145751953
0.08203130215406418,0.44145309925079346
0.07579172402620316,0.47286128997802734
0.07304606586694717,0.5362232327461243
0.06797155737876892,0.5826493501663208
0.06643973290920258,0.6115360856056213
0.06170903146266937,0.6471574306488037
0.059458330273628235,0.676445484161377
0.06925150007009506,0.6268227696418762
0.0954652801156044,0.28960442543029785
0.10116078704595566,0.2817179560661316
0.08497445285320282,0.4415944516658783
0.07923087477684021,0.49292129278182983
0.07543213665485382,0.5332719683647156
0.07291267067193985,0.5493297576904297
0.07204052060842514,0.5669335126876831
0.06667765974998474,0.6339651942253113
0.06046570464968681,0.6749104857444763
0.05892244353890419,0.7102358937263489
0.05892312899231911,0.7102512717247009
0.05891673266887665,0.7101312279701233
0.09830069541931152,0.26908963918685913
0.09470433741807938,0.3026150166988373
0.08846001327037811,0.3810849189758301
0.08474674075841904,0.43428799510002136
0.07884438335895538,0.48504069447517395
0.07231859117746353,0.5372931957244873
0.07102569937705994,0.5688602924346924
0.06625837832689285,0.612986147403717
0.06363386660814285,0.6427158117294312
0.05845049396157265,0.6845787167549133
0.05643276497721672,0.705142617225647
0.057755667716264725,0.7361713647842407
0.05130922049283981,0.7797757983207703
0.049981966614723206,0.8000064492225647
0.04954095184803009,0.8137713074684143
0.0468018539249897,0.8302011489868164
0.043915726244449615,0.853131890296936
0.042889345437288284,0.8614276647567749
0.04298032820224762,0.8668235540390015
0.03945118188858032,0.8830893039703369
0.039732426404953,0.8813485503196716
0.039799440652132034,0.8862171173095703
0.04035507142543793,0.89042067527771
0.04156459867954254,0.8860801458358765
0.03616730123758316,0.9077944755554199
0.03402288258075714,0.9157571196556091
0.03392588347196579,0.9197424650192261
0.036229491233825684,0.9083818197250366
0.06475018709897995,0.8046867847442627
0.03292078152298927,0.9268848299980164
0.030449269339442253,0.9342257380485535
